faculty_id,keyword_id,score
23,657,341.599
23,845,88.3372
23,1812,968.873
23,4889,126.719
23,5970,80.8316
23,6359,137.146
23,8775,943.104
23,9664,381.583
23,10413,122.155
23,15394,127.597
23,15638,497.502
23,22595,183.461
23,35671,311.344
23,43042,302.888
23,76195,240.164
24,30,19.118
24,693,26.7269
24,908,17.0412
24,1183,29.1411
24,1446,22.5422
24,4656,13.8334
24,5567,18.1579
24,5873,15.1446
24,8657,25.7094
24,17046,26.6116
24,26822,13.0712
24,35636,18.366
24,36816,100.763
24,39577,49.8886
24,47322,9.94644
24,47832,36.9702
24,65518,86.2921
25,815,0
25,1175,0
25,2171,0.21093
25,2442,0
25,2871,0.150429
25,4396,0
25,5873,0.0949385
25,6252,0.123257
25,6633,0.058345
25,10108,0.050931
25,11055,0.922239
25,13754,0.104029
25,13878,0
25,13913,0
25,17200,0
25,19607,0
25,19864,0.284901
25,28398,0
26,32,1006.74
26,58,153.048
26,416,79.1714
26,1299,85.1969
26,1403,117.142
26,1756,90.1622
26,2182,143.584
26,2185,149.137
26,2572,85.4287
26,6997,79.08
26,11445,79.7101
26,15687,173.269
26,17768,111.119
26,20092,150.699
26,21378,95.9402
26,25020,152.322
26,47073,82.9821
27,42,3341.28
27,123,347.295
27,1903,710.939
27,2085,1856.21
27,2368,177.99
27,2962,520.194
27,3681,739.701
27,4606,367.644
27,4732,310.173
27,6766,272.933
27,10698,271.716
27,14211,317.831
27,15727,230.362
27,18860,2766.89
27,23870,310.337
27,37399,243.633
27,52215,219.072
28,749,0.504219
28,2586,0.0151806
28,3354,0.0382473
28,8408,0.0149056
28,10876,0.134026
28,31229,0.0972872
28,43341,0.0149245
28,43504,0.0667907
28,74958,0.114418
29,69,34.3226
29,101,35.5373
29,605,17.6703
29,781,15.8936
29,2127,29.4693
29,2531,17.1121
29,4090,40.7486
29,5385,18.7732
29,5873,23.4283
29,12088,16.2591
29,12334,15.1367
29,15007,15.5102
29,15190,43.4135
29,24250,33.8249
29,31905,21.4312
29,38872,15.6048
29,72411,32.1169
30,76,50.6155
30,1056,47.5514
30,1337,38.2065
30,1352,40.8044
30,1726,66.1287
30,3271,480.142
30,4090,199.349
30,7902,119.727
30,8097,41.8775
30,11735,55.9437
30,13713,82.1066
30,16495,71.2111
30,19983,88.1589
30,20410,46.2878
30,24303,40.469
30,27751,41.3105
30,74536,41.4276
31,4,91.3423
31,186,187.802
31,452,629.074
31,1668,97.4985
31,1735,143.784
31,3149,93.7516
31,3386,332.493
31,3801,389.772
31,4351,173.802
31,11528,100.183
31,14648,192.136
31,15706,154.832
31,16017,157.225
31,19593,123.601
31,25020,130.742
31,25512,106.056
31,78512,714.483
32,42,137.786
32,193,49.8904
32,387,82.1731
32,3681,90.3932
32,4606,101.945
32,4732,196.543
32,6706,52.8513
32,7738,200.441
32,8437,109.583
32,17893,85.2204
32,20268,83.286
32,22466,159.184
32,33895,57.9983
32,37399,224.692
32,60565,98.9695
32,66941,88.1039
32,73755,75.1084
33,106,301.022
33,692,312.118
33,2565,726.751
33,3001,93.3893
33,3262,113.503
33,3345,143.632
33,4595,176.953
33,5854,147.011
33,7213,105.646
33,11461,860.552
33,20134,146.005
33,30946,98.3933
33,32768,86.1008
33,35451,88.0456
33,45115,403.452
33,52291,168.118
33,72609,308.299
34,806,63.3916
34,1883,132.345
34,2091,53.5069
34,2412,76.9904
34,2578,165.641
34,2932,37.9
34,3226,51.731
34,3854,656.52
34,6630,50.2478
34,15140,56.1022
34,19738,597.384
34,26278,270.615
34,30837,33.3351
34,32230,40.7746
34,42885,36.619
34,63632,95.5074
34,75892,110.421
35,16,0.627356
35,298,0.141944
35,322,0.314085
35,394,0.153293
35,413,0.120635
35,438,0.150713
35,3272,0.183397
35,4413,0.11219
35,5791,0.240916
35,10109,0.11602
35,10384,1.51425
35,12142,0.0851656
35,17768,0.215947
35,22244,0.0708135
35,25487,0.208624
35,33820,0.163562
35,34139,0.0999882
36,122,300.486
36,249,385.356
36,382,2220.83
36,945,112.024
36,1079,289.375
36,4235,526.859
36,4336,188.041
36,5015,1084.16
36,7887,139.294
36,8554,227.229
36,8873,496.327
36,9674,388.369
36,13174,265.591
36,20321,465.06
36,31053,115.751
36,38471,355.636
36,43794,147.877
37,4,250.973
37,75,191.142
37,314,291.053
37,328,284.317
37,1568,316.206
37,1741,391.338
37,2085,330.812
37,2483,293.705
37,3345,176.122
37,4606,169.371
37,5985,238.664
37,9693,290.909
37,17910,463.802
37,21174,228.919
37,23862,832.146
37,25096,315.005
37,43951,234.771
38,16,260.8
38,30,245.068
38,45,335.641
38,54,454.555
38,76,189.633
38,2540,275.914
38,3038,161.481
38,3603,236.013
38,5067,600.856
38,5071,157.9
38,5375,329.541
38,7000,160.59
38,13016,210.911
38,22641,157.159
38,23541,211.07
38,26356,512.796
38,66105,178.093
39,11,3.96913
39,406,2.57443
39,852,2.99272
39,971,7.191
39,2742,4.92185
39,5347,11.0221
39,5970,8.94648
39,8571,3.53696
39,8597,13.1371
39,9195,3.35261
39,11079,3.1282
39,21471,10.1694
39,23650,10.5021
39,28385,4.89281
39,42063,14.9453
39,52603,3.91342
39,55992,3.7838
40,507,9.84648
40,509,12.0386
40,543,11.9006
40,791,13.9102
40,1295,28.1529
40,1855,10.2753
40,3149,12.0532
40,4090,21.4235
40,6179,15.7079
40,7312,13.6257
40,7429,8.81071
40,9824,19.9395
40,11709,77.8115
40,15007,17.9611
40,15747,20.6919
40,24469,15.2733
40,72503,12.7573
42,336,2.80506
42,581,0.100773
42,4614,1.48713
42,6966,0.102181
42,21327,0.591839
42,25304,3.89033
42,28768,0.966059
42,52291,0.951683
42,73757,0.104942
43,402,64.0338
43,1741,51.0633
43,1903,87.2871
43,3681,70.1248
43,7041,62.3118
43,7890,38.9585
43,8373,51.7635
43,10210,33.7957
43,12344,41.5354
43,19856,98.2749
43,23533,31.5144
43,24565,44.1484
43,28768,31.7377
43,42792,63.3943
43,66941,106.171
43,73755,36.6765
43,76472,46.374
44,186,232.664
44,1993,205.907
44,3801,1239.47
44,4648,129.706
44,5578,328.614
44,7231,152.611
44,9855,163.246
44,12786,229.813
44,15411,151.109
44,15706,207.866
44,19761,182.024
44,24033,480.26
44,25020,168.818
44,25985,236.045
44,39065,136.179
44,44049,150.499
44,78512,776.081
45,67,50.1702
45,113,17.2366
45,543,26.2332
45,878,27.4481
45,2108,33.8233
45,2140,35.7167
45,5270,112.178
45,6182,22.74
45,6726,16.5761
45,10891,27.8318
45,16529,21.5512
45,26527,19.2762
45,33758,31.9726
45,36604,58.5591
45,48986,24.7742
45,50886,24.9272
45,74632,20.9661
46,22,524.326
46,113,27.4391
46,361,840.821
46,2102,63.6873
46,2788,285.452
46,2932,210.301
46,3597,33.6018
46,4599,302.616
46,9053,237.53
46,10347,23.3262
46,11449,948.612
46,11830,52.4546
46,13792,67.3782
46,23574,28.3406
46,23907,20.6926
46,33995,464.057
46,50715,216.023
47,37,49.4295
47,40,33.8961
47,324,26.4947
47,1523,205.606
47,1963,21.5928
47,2368,21.4749
47,3511,51.8105
47,5123,26.5808
47,8263,30.1718
47,11346,24.6462
47,12844,20.2581
47,17148,34.8944
47,17440,29.9051
47,18497,29.4917
47,20423,52.9907
47,37614,65.4396
47,54496,24.2756
48,3,12.7755
48,45,10.8397
48,90,12.6729
48,112,12.1511
48,345,17.9031
48,406,17.1607
48,416,16.512
48,759,16.7142
48,1993,10.7883
48,14586,33.0993
48,15824,13.0838
48,23256,18.9189
48,25020,47.8841
48,37052,25.0665
48,40780,19.1047
48,42100,10.3858
48,66234,91.6282
49,165,0.816809
49,306,0.616557
49,613,0.435408
49,716,0.331517
49,2443,0.848496
49,2537,0.923062
49,2717,0.35223
49,8879,0.651926
49,9796,1.20383
49,15190,3.32243
49,21674,0.331946
49,26713,0.389775
49,37134,0.331404
49,39406,0.808738
49,39752,1.76102
49,55439,0.467499
49,75109,3.51628
50,4,390.862
50,54,424.27
50,315,134.917
50,614,92.2073
50,2965,481.066
50,3012,117.156
50,3331,171.827
50,4248,291.74
50,4599,95.643
50,9024,101.693
50,9792,115.061
50,10385,252.742
50,14199,240.376
50,25764,162.797
50,26914,136.631
50,39119,1364.81
50,55460,145.753
51,507,1.4803
51,1977,0.333765
51,4842,1.41708
51,6795,1.03656
51,7429,0.260976
51,9007,1.1074
51,11652,0.438011
51,12786,1.40855
51,21360,1.50828
51,25540,0.524052
51,25873,0.192608
51,30907,0.891929
51,39381,1.37425
51,48871,0.277251
51,52535,0.313817
51,67101,0.257124
51,67199,1.45404
52,322,6.24427
52,506,7.48228
52,1042,8.19267
52,1076,8.1079
52,1102,5.3043
52,2713,5.03341
52,3774,6.60423
52,5053,43.494
52,6354,19.4591
52,9509,7.76484
52,9931,15.4217
52,12910,10.2915
52,18605,11.4239
52,33857,35.5545
52,35554,7.89253
52,40209,5.38122
52,47776,22.955
53,1076,0.0759755
53,1841,0
53,2626,0
53,2953,0.0561242
53,4888,0.0680874
53,9931,0.0904549
53,12134,0
53,12910,0.225399
53,13346,0
53,14958,0
53,16184,0.176643
53,19767,0
53,22787,0.152983
53,23378,0
53,24430,0
53,24751,0
53,24754,0
53,32510,0
53,36243,0
53,38515,0
53,43776,0
53,47018,0
53,51966,0.0777524
53,59674,0
53,65049,0.0765797
53,73908,0
54,147,8.50381
54,249,12.3948
54,504,32.9837
54,1077,5.80533
54,1432,14.0087
54,4057,5.65586
54,4730,9.67419
54,5971,8.23583
54,8495,4.78219
54,9294,7.57875
54,9712,35.5513
54,11251,8.83507
54,22762,6.679
54,25937,33.5209
54,59880,7.13188
54,64730,36.1373
54,76487,23.5639
55,30,27.966
55,112,18.655
55,1214,20.452
55,1492,20.3384
55,3382,15.0943
55,3906,81.4106
55,6243,25.0435
55,6766,18.6236
55,8263,26.8781
55,9344,14.7861
55,11461,22.6452
55,11925,15.0532
55,14724,37.8233
55,15970,26.879
55,20539,39.4503
55,28875,22.9818
55,45091,11.9671
57,124,5.12016
57,416,27.4376
57,1119,6.77673
57,1977,7.90443
57,2572,8.69461
57,3271,4.39493
57,6213,4.68806
57,7820,15.1262
57,7854,9.30171
57,11249,10.8657
57,11381,10.3804
57,13362,14.8775
57,13771,28.1911
57,15007,8.06383
57,22312,64.1131
57,48088,15.0927
57,75620,4.37652
58,572,4.93104
58,589,62.8591
58,804,6.8471
58,850,5.37923
58,1022,16.3318
58,1132,3.41736
58,1311,74.7325
58,2026,5.33687
58,4244,13.1847
58,6392,13.1905
58,8084,7.66208
58,11111,4.21334
58,16354,4.7195
58,40986,9.30529
58,53766,4.19696
58,74041,3.52252
58,78731,27.0281
59,115,22.2269
59,120,53.0003
59,125,17.6062
59,622,100.445
59,4039,18.4888
59,7827,19.041
59,15149,31.042
59,15571,25.8221
59,25509,45.5042
59,26527,218.271
59,34814,42.8288
59,43742,21.0814
59,55303,112.354
59,71914,29.0738
59,74627,23.4356
59,78512,20.6347
59,78937,23.9688
60,86,45.4642
60,304,63.6924
60,2626,284.216
60,2689,81.2286
60,3048,65.7015
60,3685,54.7888
60,4413,43.459
60,18482,55.7756
60,18867,59.0355
60,18868,44.1146
60,24751,71.979
60,25592,169.657
60,27990,42.249
60,29896,52.2653
60,34141,49.1325
60,44801,182.598
60,64901,44.18
62,1176,45.1201
62,3130,56.6406
62,3547,127.166
62,4795,42.1711
62,6040,33.3004
62,8010,77.5492
62,11962,54.5356
62,12293,48.9644
62,12359,82.945
62,13430,80.7013
62,18876,124.957
62,27610,35.806
62,36441,71.2852
62,53459,33.0692
62,60972,115.062
62,64900,34.1837
62,70142,42.2037
63,141,17.089
63,240,14.1842
63,730,21.4781
63,908,13.2376
63,1011,26.6201
63,1311,64.147
63,2026,15.2002
63,2238,32.8077
63,3044,14.5111
63,6446,34.0565
63,7318,10.2351
63,7827,11.0579
63,9704,16.8928
63,10407,15.6251
63,11665,72.362
63,14199,35.6838
63,17010,17.9783
64,2799,3.49243
64,4683,1.55079
64,5272,1.42297
64,5380,1.27922
64,7227,1.51738
64,15526,11.8402
64,30882,0.932137
64,72930,1.36049
64,74391,2.60441
66,803,175.266
66,969,48.9507
66,2388,60.2952
66,2759,114.633
66,6276,48.6867
66,7143,60.8647
66,9496,88.4356
66,11404,99.1038
66,13537,41.7282
66,14480,35.8591
66,20404,46.2238
66,22297,74.0683
66,22875,49.0213
66,23522,54.2611
66,42853,55.8119
66,43292,188.6
66,64976,59.7614
68,647,0.345102
68,2017,0.432078
68,2019,0.323859
68,8341,0.620008
68,10438,1.48498
68,12142,0.46645
68,17892,0.505581
68,40507,0.379402
68,80386,1.44254
69,3,41.7466
69,191,35.387
69,759,129.351
69,923,33.529
69,2668,21.9116
69,3125,47.7423
69,3525,19.3938
69,4945,58.12
69,5268,44.5951
69,6138,24.5307
69,7198,39.8623
69,13448,17.6077
69,24329,12.1829
69,24886,13.5275
69,29896,12.1248
69,56535,18.3887
69,61163,40.5269
70,489,0
70,1274,0
70,5154,0
70,6617,0
70,12112,0
70,17378,0
70,17714,0
70,22525,0
70,34991,0
71,30,27.2069
71,223,61.169
71,394,15.4856
71,1778,55.8467
71,3345,27.9551
71,4079,69.2034
71,4538,19.9431
71,7227,15.0363
71,9189,16.0868
71,9790,16.3747
71,10384,49.1056
71,12770,32.3527
71,13150,291.58
71,29465,184.069
71,30029,198.347
71,34137,24.8177
71,40241,22.873
72,3,15.6533
72,41,26.7312
72,154,27.1169
72,1042,14.0715
72,3063,35.6895
72,4714,23.5297
72,6354,21.8666
72,6739,21.7336
72,8798,20.5246
72,9007,41.2826
72,12910,151.635
72,13000,29.6173
72,16127,49.2256
72,19573,105.894
72,24430,41.5803
72,38539,36.4609
72,49154,18.3899
73,1261,80.6262
73,2055,109.856
73,2626,382.171
73,3940,123.202
73,5053,127.035
73,8010,390.55
73,11247,204.159
73,11442,304.518
73,13430,465.762
73,13560,481.884
73,38168,88.9427
73,41918,106.916
73,54004,201.443
73,56622,123.483
73,58931,173.997
73,65264,86.0667
73,74478,836.323
74,69,521.75
74,154,677.709
74,693,49.0878
74,1517,50.3443
74,3706,94.8701
74,5204,97.0424
74,9294,45.1681
74,13771,72.9198
74,14223,207.405
74,15853,121.301
74,16628,90.865
74,18506,125.605
74,20572,82.9326
74,28214,380.828
74,28475,123.688
74,28696,87.5039
74,38505,148.77
75,167,44.1035
75,1419,124.527
75,4951,162.871
75,8241,41.4731
75,9445,462.758
75,10472,52.0707
75,12137,334.238
75,14141,152.998
75,16354,79.6496
75,22163,122.474
75,24430,165.006
75,25225,82.084
75,29137,44.9091
75,31173,37.5525
75,36121,102.648
75,64778,39.7878
75,65138,42.7734
76,5,18.481
76,171,12.2024
76,915,17.4278
76,1602,9.29449
76,4051,7.34434
76,4599,7.72127
76,5210,7.87388
76,6180,9.4468
76,7854,30.2677
76,12787,10.3558
76,25462,30.3674
76,28967,11.7801
76,30954,6.55328
76,36020,17.1465
76,43041,5.29538
76,43056,10.8068
76,62813,6.93388
77,945,3.0844
77,1234,25.6323
77,2257,2.3871
77,2741,3.14184
77,2983,5.77373
77,3670,5.12008
77,6926,4.61761
77,11347,4.35222
77,15708,3.7049
77,17671,3.30188
77,20240,2.95052
77,22384,5.91725
77,25795,3.47798
77,32805,20.7867
77,42624,2.1357
77,43498,17.0898
77,59297,5.82728
78,3400,119.852
78,3676,139.13
78,4079,261.896
78,4589,146.426
78,5091,217.205
78,9356,1033
78,13522,196.31
78,13920,555.45
78,14028,147.687
78,17569,108.558
78,19528,277.053
78,19767,139.011
78,20727,169.753
78,27644,141.344
78,34969,195.972
78,55683,178.013
78,66480,187.184
79,449,6.00758
79,1513,26.5122
79,1638,5.21873
79,2081,6.18433
79,2953,7.80525
79,3674,11.8793
79,5091,11.7119
79,7905,6.64806
79,8969,5.39989
79,10384,16.8066
79,11581,16.3629
79,13980,5.41809
79,16233,10.7675
79,21169,11.8003
79,21859,6.19139
79,31817,73.7563
79,58782,5.15297
80,2055,864.823
80,4396,159.387
80,4888,140.459
80,11740,274.137
80,12910,243.879
80,13689,150.846
80,18605,279.784
80,19665,253.892
80,20727,253.095
80,23708,170.04
80,25985,133.067
80,30527,1374.97
80,31984,422.466
80,36756,164.698
80,43865,328.26
80,47510,166.956
80,48979,139.982
81,4,134.883
81,22,69.7741
81,481,318.183
81,948,422.317
81,972,144.637
81,1731,545.243
81,3345,95.5232
81,3413,225.405
81,3829,282.585
81,4648,89.201
81,9507,103.054
81,9707,59.8387
81,9710,76.7514
81,10152,82.7622
81,17134,60.2058
81,19533,88.5937
81,29357,252.336
82,4,30.9938
82,99,9.8494
82,168,31.064
82,332,21.2403
82,462,5.55333
82,914,9.45435
82,1330,12.3712
82,1676,5.26214
82,2042,13.4568
82,4197,6.45044
82,8072,5.07839
82,8809,11.9642
82,15142,17.1902
82,24749,12.7903
82,24803,9.83324
82,70406,29.4043
82,78433,4.90784
83,2055,186.979
83,11002,65.9571
83,12176,45.3938
83,12368,43.1399
83,12753,44.3827
83,13107,297.972
83,13689,68.5562
83,22843,64.7943
83,23819,61.9409
83,28057,102.355
83,33291,51.1297
83,33603,172.178
83,35061,88.7709
83,46388,44.9879
83,47018,90.3512
83,56608,47.3387
83,62378,62.3491
84,2447,1.78005
84,6455,9.15058
84,7864,1.37055
84,9199,0.896062
84,11769,1.12763
84,12910,25.5094
84,15293,1.78594
84,15509,0.53023
84,19386,1.10466
84,24751,0.944562
84,27014,0.89268
84,32510,2.58676
84,35057,77.3856
84,40018,1.71286
84,43865,3.608
84,48979,8.57796
84,49154,1.12076
85,1076,112.42
85,2055,98.7357
85,4888,91.459
85,6288,84.2053
85,6354,182.375
85,9807,110.571
85,10364,145.467
85,12910,577.383
85,13000,632.291
85,13107,165.762
85,13689,191.585
85,19573,88.8687
85,25703,78.5008
85,40500,76.3617
85,41760,302.831
85,42641,550.245
85,75009,90.3071
86,559,56.1451
86,1291,67.1056
86,1833,26.2381
86,3063,89.4072
86,6354,32.6081
86,11586,61.1655
86,12910,191.055
86,13000,109.832
86,15007,21.0364
86,16127,47.5488
86,19573,95.7928
86,31397,37.5779
86,31612,73.4844
86,52551,59.0965
86,55267,27.2458
86,60692,23.8584
86,68562,24.352
87,1483,53.5446
87,3547,30.2817
87,4400,20.7953
87,7840,33.1987
87,8009,28.1401
87,8010,33.7454
87,12359,33.2583
87,13798,97.3389
87,19767,41.853
87,24430,81.2252
87,25702,37.7674
87,31497,42.2237
87,36727,68.0413
87,44683,32.989
87,45957,20.7052
87,62459,26.9144
87,70142,20.5223
88,122,0.0720167
88,1077,0.810603
88,1311,0.39164
88,2051,0.346036
88,2871,0.106408
88,3856,0.260066
88,4727,0.0734292
88,4878,0.713604
88,6918,0.142348
88,9042,0.093181
88,11398,0.187481
88,14491,0.427332
88,19201,0.505745
88,25345,0.122949
88,28372,0.423012
88,46625,0.422411
88,59785,0.422434
89,89,100.27
89,381,212.104
89,2697,155.001
89,3420,82.517
89,3631,143.919
89,3785,124.471
89,5723,113.062
89,12578,87.3025
89,17705,81.9888
89,20269,66.9854
89,23139,120.012
89,29200,70.3948
89,29219,148.595
89,50748,107.34
89,53496,199.397
89,54761,101.974
89,65992,205.413
90,494,7.48121
90,574,6.35844
90,1112,10.0646
90,4090,11.0982
90,4956,11.7282
90,5277,1.41127
90,8443,1.82563
90,9189,1.38352
90,9792,1.59642
90,11437,4.45061
90,12770,2.54205
90,21360,6.86774
90,23754,1.30837
90,28385,23.9595
90,33154,1.615
90,38419,1.34663
90,38693,2.3791
91,89,100.27
91,381,212.104
91,2697,155.001
91,3420,82.517
91,3785,124.471
91,5723,113.062
91,12578,87.3025
91,17705,81.9888
91,20269,66.9854
91,28464,65.6138
91,29010,437.29
91,29200,70.3948
91,38994,171.916
91,50748,107.34
91,53496,199.397
91,54761,101.974
91,65992,205.413
92,158,25.3858
92,1183,40.7673
92,2965,48.0719
92,3013,135.333
92,3763,24.9984
92,3876,31.8188
92,8059,113.871
92,9883,22.4706
92,13640,21.2296
92,14199,22.3146
92,16086,35.7953
92,20410,37.9462
92,21414,47.7274
92,29558,19.9451
92,33949,27.7644
92,54137,30.9447
92,61396,24.9032
93,28,13.0283
93,452,17.6631
93,780,11.2621
93,2158,8.78842
93,3102,8.53575
93,4380,3.38
93,8023,4.12824
93,10250,8.85566
93,11809,3.90242
93,13142,3.82944
93,23395,4.01622
93,26673,5.9408
93,33465,3.8075
93,35871,9.67535
93,44049,5.19524
93,63064,14.0803
93,80572,7.94656
94,992,297.742
94,1245,239.817
94,1438,211.097
94,1555,588.805
94,2073,368.963
94,4951,280.196
94,5676,133.443
94,9195,137.821
94,16314,187.431
94,17311,118.911
94,17860,173.313
94,19499,122.988
94,23678,123.411
94,25075,899.451
94,30341,201.488
